"project_name","scope","credits_issued"
"Xuancheng Composting Project Phase I","Waste Management","121964"
"Henan Shunhe CMM Power Generation Project","Industrial/Commercial",NA
"Xuan Cheng Composting Project Phase II","Waste Management","123401"
"Sustainable Agricultural Land Management Project by Om Organic  Cotton","Agriculture",NA
"Women led cleaner cooking initiative in Odisha","Community","285123"
"30 kW Grid-connected PV park Slaveikovo","Industrial/Commercial",NA
"Muyuan WJZ AWMS GHG Mitigation Project in Henan Province","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Huangpi District","Agriculture",NA
"Henan Lehuijia Composting Project","Waste Management","60125"
"BINZHOU TOPIGS NORSVIN BREEDING SWINE CO., LTD. BINHAI SWINE FARM BIOGAS RECOVERY AND UTILIZATION PROJECT","Agriculture","20326"
"Happy Kitchens in Villages of Gujarat and Rajasthan","Community",NA
"Duplicate - Installation of high efficiency wood burning cookstoves in Malawi – Project 3","Community",NA
"Installation of high efficiency wood burning cookstoves in Malawi – Project 3","Community","73560"
"Installation of high efficiency wood burning cookstoves in Mozambique – Project 2","Community","49437"
"Boomitra Carbon Farming South of the Vindhyas","Agriculture",NA
"Installation of high efficiency wood burning cookstoves in Zimbabwe - Project 2","Community","197050"
"Adjusted Water Management in Rice Cultivation In Jiangxia District","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Wuxue City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Xinzhou District","Agriculture",NA
"Guizhou Jinyan CMM Power Generation Project","Industrial/Commercial",NA
"Adjusted Water Management in Rice Cultivation In Dawu County","Agriculture","240000"
"Lee County Waste To Energy Facility 2007 Capital Expansion Project VCU","Waste Management","423124"
"Adjusted Water Management in Rice Cultivation In Daye City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Hanchuan City","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Huangmei County","Agriculture","240000"
"Adjusted Water Management in Rice Cultivation In Xiaochang County","Agriculture","240000"
"Adjusted Water Management in Rice Cultivation In Xiaonan District","Agriculture",NA
"Adjusted Water Management in Rice Cultivation In Yangxin County","Agriculture",NA
"Biomass Cookstove Project in Meghalaya","Community","18067"
"Adjusted Water Management in Rice Cultivation In Yingcheng City","Agriculture","240000"
"Methane recovery from anaerobic treatment of distillery effluent and heat generation at Yashwantrao Mohite Krishna Sahakari Sakhar Karkhana Limited (YMKSSK), India","Waste Management",NA
"Wude Adjusted Water Management in Rice Cultivation","Agriculture","60000"
"Adjusted Water Management in Rice Cultivation in Haiyan County","Agriculture","60000"
"Adjusted Water Management in Rice Cultivation in Tongxiang City","Agriculture","60000"
"Guizhou Yingxing CMM Power Generation Project","Industrial/Commercial","134683"
"Adjusted Water Management in Rice Cultivation in Jiashan County","Agriculture",NA
"Linjianchun Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Shengzhou City","Agriculture","60000"
"Adjusted Water Management in Rice Cultivation in Changxing County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in Western Zhuji City","Agriculture",NA
"Improved Cookstoves for Communities","Community","2309"
"Grouped Projects for Viet Nam Cookstove Program.","Community","4516443"
"Grouped Projects for Laos Improved Cookstove","Community",NA
"Grouped Projects for Cambodia Improved Cookstove","Community","608477"
"Reducing Gas Leakages within the Titas Gas Distribution Network in Bangladesh","Industrial/Commercial","8273584"
"Grassland Restoration and Stewardship in South Africa (GRASS)","Agriculture",NA
"4B EREGLI LFG POWER PLANT","Waste Management",NA
"Boomitra Carbon Farming in the Indo-Gangetic Plains","Agriculture",NA
"Yunshui Wastewater Treatment Plant Project in Guangdong Province","Waste Management","110002"
"Global Cookstove Program (EKI Phase 01)","Community","196342"
"GLOBAL COOKSTOVE PROGRAM (EKI - Pink City)","Community",NA
"Global Cookstove Program (EKI Phase 03)","Community",NA
"Clean Cooking - Cook Stove for Rural India","Community","148546"
"Global Cookstove Program (EKI Phase 05)","Community",NA
"Clean Cookstoves for Rural India","Community","164300"
"Global Cookstove Program (EKI Phase 07)","Community",NA
"Global Cookstove Program (EKI Phase 08)","Community",NA
"Global Cookstove Program (EKI Phase 09)","Community",NA
"Global Cookstove Program (EKI Phase 10)","Community",NA
"Akagera National Park Improved Cookstoves","Community",NA
"Liaoning Xinwang Swine Farm Manure Management System GHG Mitigation Project","Agriculture","308498"
"Distribution of ONIL stoves – Project 1","Community",NA
"Distribution of ONIL stoves – Project 2","Community",NA
"Wuhan Chenjiachong Landfill Gas Power Generation Project Phase II","Waste Management","273466"
"Changing Lives via Improved Cooking Initiative - India","Community",NA
"POLATLI ENERBES BIOGAS PROJECT","Agriculture",NA
"Replacement of ICLs by LED lamps in India","Community",NA
"Sustainable Agriculture Land Management Project by Earthallica Naturals","Agriculture",NA
"Biomass Cogeneration Plant By SCOUL","Agriculture",NA
"Installation of high efficiency wood burning cookstoves in Angola – Project 2","Community","133533"
"BioLite Improved Cook stoves Programme - CER Conversion","Community","116570"
"Distribution Of high Efficient Cook Stoves","Community",NA
"Rwandan Improved Cookstove Project","Community",NA
"CO2 INJECTION AND USE OF OTHER MATERIALS TO REDUCE CEMENT CONTENT IN CONCRETE","Carbon Capture",NA
"ANATOLIA LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT","Waste Management",NA
"TOROS MERAM BIOGAS PLANT","Agriculture",NA
"Solar Water Pump Project in Kenya","Agriculture","54549"
"Poultry Litter to CBG Project by M/s Solika Energy Pvt. Ltd.","Agriculture",NA
"Blue Ocean Barns - Brominata Enteric Methane Demonstration Project","Agriculture",NA
"Brascarbon Methane Recovery Project BCA-BRA-16","Agriculture","55246"
"Cleaner cooking access in lower Himalayan region","Community",NA
"Nankang District MSW Landfill Site LFG Recovery and Comprehensive Utilization Project","Waste Management",NA
"Barry Callebaut feed additive grouped project","Agriculture",NA
"Ontario Sustainable Community (OSC)","Community",NA
"Tongxu Biogas Recovery and Utilization Project","Agriculture","273962"
"Taiqian County MSW Landfill Site LFG Comprehensive Utilization Project","Waste Management","56868"
"Installation of high efficiency cookstoves in India by AGS Carbon","Community","14607"
"Macaúbas Landfill Gas Project - CER Conversion","Waste Management","501525"
"Mengzi MSW Landfill Site LFG Comprehensive Utilization and Power Generation Project","Waste Management",NA
"Andes Inorganic Carbon Capture on Agricultural Soils","Agriculture",NA
"Guoyang MSW Landfill Site LFG Recovery and Comprehensive Utilization Project","Waste Management","163417"
"Jiangsu REO-ECO PET RECYCLING PROJECT","Waste Management","8120"
"Dongyang Wastewater Treatment Plant Project","Waste Management","112638"
"Reducing Gas Leakages within North West and other sub-areas of the Titas Gas Distribution Network in Bangladesh","Industrial/Commercial",NA
"CSD Wastewater Treatment Plant Project in Hebei Province","Waste Management","161533"
"MOTOR VEHICLE REPLACEMENT WITH UTILITY E-BIKE","Transportation",NA
"The Clean Energy Cooking Initiative","Community",NA
"Global Cookstove Program (EKI Phase 12)","Community",NA
"Global Cookstove Program (EKI Phase 13)","Community",NA
"Global Cookstove Program (EKI Phase 14)","Community",NA
"Global Cookstove Program (EKI Phase 15)","Community",NA
"Global Cookstove Program (EKI Phase 16)","Community",NA
"Global Cookstove Program (EKI Phase 17)","Community",NA
"Global Cookstove Program (EKI Phase 18)","Community",NA
"Global Cookstove Program (EKI Phase 19)","Community",NA
"Global Cookstove Program (EKI Phase 20)","Community",NA
"EZVOLT - EV CHARGING NETWORK CARBON CREDITS PROJECT","Transportation",NA
"Reduced Emissions from Improved and Efficient Cooking in Ugandan Communities","Community",NA
"BATMAN LANDFILL GAS (LFG) CAPTURE AND UTILIZATION PROJECT","Waste Management",NA
"Nanyang Dongjia Composting Project in Fangcheng County","Waste Management","103818"
"Keyue Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Grouped Projects For Cambodia Water Purifier","Community",NA
"Sustainable Agricultural Land Management Project by Greneity","Agriculture",NA
"Brascarbon Methane Recovery Project BCA-BRA-17","Agriculture","55244"
"Jiayu MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project","Waste Management",NA
"Replacement of ICLs with LED lamps in Gujarat, India","Community","40938"
"Wushan County MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project","Waste Management",NA
"Hexian MSW Landfill Site LFG recovery to power project","Waste Management",NA
"Pengmai Composting Project in Fangcheng County","Waste Management","95492"
"Chenxi MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project","Waste Management",NA
"Sustainable Agricultural Improvement Practices in Punjab","Agriculture",NA
"GUNEY BIOGAS POWER PLANT","Agriculture",NA
"Sustainable Agricultural Land Management Project by Amiha Agro Private Limited","Agriculture",NA
"DENIZLI ENERGY BIOGAS PLANT","Agriculture",NA
"Tangyin County MSW Landfill Site LFG Pollution Control and Comprehensive Utilization Project","Waste Management",NA
"Daegu Bangcheon-Ri Landfill gas CDM Project","Waste Management","292467"
"Liucheng County MSW Landfill Site LFG Recovery and Comprehensive Utilization Project","Waste Management",NA
"KARACABEY BIOGAS PLANT","Agriculture",NA
"180 Works High Efficiency Wood Burning Cookstoves - Malawi - Project 1","Community",NA
"SEREFLIKOCHISAR BIOGAS POWER PLANT","Agriculture",NA
"Manisa Biogas Energy Plant Project","Agriculture",NA
"Huojia County Second MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project","Waste Management",NA
"Puyang County Rural MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project","Waste Management","35761"
"Buyi-1 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Integrated solid waste Management project by CITADEL at Singrauli, M.P, India","Waste Management",NA
"Buyi-2 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Chiyou-1 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Lincheng-1 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Wuling-1 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Tunpu Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Chiyou-2 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Lincheng-2 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Wuling-2 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Chiyou-3 Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Zangke Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Wumeng Adjusted Water Management in Rice Cultivation","Agriculture",NA
"IMPROVED COOKSTOVES DISTRIBUTION IN IVORY COAST","Community",NA
"INDIA CARBON PROGRAM:AWD/DSR","Agriculture",NA
"REDUCING CARBON EMISSIONS ON I-64 CAPACITY IMPROVEMENT PROJECT WITH THE USE OF FSB AND EMULSION ASPHALT MIXTURES","Industrial/Commercial","17790"
"Biodiesel Project by Kotyark Industries Limited","Industrial/Commercial",NA
"UPLIFTING OF MALAGASY COMMUNITES BY DISTRUBUTING EFFICIENT COOKING APPLIANCE","Community","26255"
"Hayi Water Management with Rice Cultivation","Agriculture",NA
"Sipso Water Management with Rice Cultivation","Agriculture",NA
"Weicuan-1 Water Management with Rice Cultivation","Agriculture",NA
"Weicuan-2 Water Management with Rice Cultivation","Agriculture",NA
"Zhuangmiao-1 Water Management with Rice Cultivation","Agriculture",NA
"Zhuangmiao-2 Water Management with Rice Cultivation","Agriculture",NA
"Zhuangmiao-3 Water Management with Rice Cultivation","Agriculture",NA
"Zhuangmiao-4 Water Management with Rice Cultivation","Agriculture",NA
"Biomass Cookstove Project in Jharkhand","Community","14389"
"Pingmei Huanglong New Energy Co., Ltd. Shoushan Coal Mine Gas Power Generation Project","Industrial/Commercial",NA
"BABIL BIOGAS POWER PLANT","Agriculture",NA
"Sustainable agricultural practices for carbon sequestration by Organic and Natural farming groups","Agriculture",NA
"CAMBODIA PREY MOAN KHMER IMPROVED COOKSTOVE PROGRAM I","Community","32123"
"CO2 CAPTURE AND UTILIZATION IN CONCRETE ADDITIVES","Carbon Capture",NA
"Baowan Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Chaoyang Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Longxin Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Qingshan Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Qixing Adjusted Water Management in Rice Cultivation","Agriculture",NA
"EMIN BIOGAS PP KIRSEHIR","Agriculture",NA
"Qingfeng Biogas Recovery and Utilization Project","Agriculture",NA
"Luyi Biogas Recovery and Utilization Project","Agriculture","133676"
"Shangcai Xima Biogas Recovery and Utilization Project","Agriculture",NA
"Xiping Biogas Recovery and Utilization Project","Agriculture",NA
"Shangcai Chenfazhai Biogas Recovery and Utilization Project","Agriculture",NA
"Huaxian Fengqiqiu Biogas Recovery and Utilization Project","Agriculture",NA
"Huaxian Caiying Biogas Recovery and Utilization Project","Agriculture",NA
"Henan Grouped Biogas Recovery and Utilization Project","Agriculture","18736"
"Adjusted Water Management in Rice Cultivation in South Wuhua County","Agriculture",NA
"Bangladesh Apon Chula Improved Cookstove Program I","Community",NA
"Hulin Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Qingfeng Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Zhenbaodao Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Clean Cooking Access for Women in Rural Maharashtra","Community",NA
"Household Biogas Project in Uttarakhand, India","Community","80947"
"Sustainable Rice Cultivation for Marginal Farmers in Madhya Pradesh, India","Agriculture",NA
"Distribution of energy efficient cookstoves in India-1","Community",NA
"Distribution of energy efficient cookstoves in India-2","Community","243104"
"Distribution of energy efficient cookstove in India-3","Community",NA
"Distribution of energy efficient cookstoves in India-4","Community","99737"
"Displacement of firewood by household biogas stoves in India","Community","127034"
"Holistic development of North East India through clean energy access","Community",NA
"Yantai Xinhao Swine Farm Manure Management System GHG Mitigation Project","Agriculture",NA
"HENAN BIYANG AGRICULTURAL LAND USE MANAGEMENT PROJECT","Agriculture",NA
"AGRICULTURAL LAND MANAGEMENT PROJECT IN BARWANI DISTRICT  (MADHYA PRADESH), INDIA BY GODREJ AGROVET LTD","Agriculture",NA
"Bangladesh Apon Chula Improved Cookstove Program II","Community",NA
"Duzce Landfill Gas (LFG) Capture and Utilization Project","Waste Management",NA
"Sustainable Agriculture land Management Project by Biowin Agro Research","Agriculture",NA
"Biogas Production in Karnal, Haryana.","Agriculture",NA
"Changlinyan Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Puyang County MSW Landfill Site LFG Pollution Treatment and Comprehensive Utilization Project","Waste Management",NA
"Clinton Landfill Gas Collection and Combustion Project","Waste Management","1052230"
"Sustainable Agriculture Land Management Project by Suminter India Organics","Agriculture",NA
"Longchuan Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Eastern DRC Cookstove Project - Tanganyika","Community",NA
"Cenzcouh Water Management with Rice Cultivation","Agriculture",NA
"Linzgvei Water Management with Rice Cultivation","Agriculture",NA
"Yangzsoz Water Management with Rice Cultivation","Agriculture",NA
"Hozbuj Water Management with Rice Cultivation","Agriculture",NA
"Binhyangz Water Management with Rice Cultivation","Agriculture",NA
"Hwngzcouh Water Management with Rice Cultivation","Agriculture",NA
"Lungzanh Water Management with Rice Cultivation","Agriculture",NA
"Sanglinz Water Management with Rice Cultivation","Agriculture",NA
"Vujmingzgih Water Management with Rice Cultivation","Agriculture",NA
"Yunghningz Water Management with Rice Cultivation","Agriculture",NA
"Cinhcouh Water Management with Rice Cultivation","Agriculture",NA
"Lingzsanh Water Management with Rice Cultivation","Agriculture",NA
"Jinyujie Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Kenya Jiko Kisasa Improved Cookstove Program I","Community",NA
"Installation of high efficiency wood burning cookstoves in Burundi","Community",NA
"Installation of high efficiency wood burning cookstoves in Gambia","Community",NA
"Upgradation and expansion of A.P.M.C compost plant at Tikri, Delhi","Waste Management","25622"
"Installation of high efficiency wood burning cookstoves in South Sudan","Community",NA
"HENAN SHANGCAI AGRICULTURAL LAND USE MANAGEMENT PROJECT","Agriculture",NA
"HENAN RUNAN AGRICULTURAL LAND USE MANAGEMENT PROJECT","Agriculture",NA
"Grouped Projects For Laos Water Purifier","Community","23867"
"Installation of high efficiency wood burning cookstoves in Uganda 2","Community",NA
"Installation of high efficiency wood burning cookstoves in Kenya 2","Community",NA
"CO2 UTILIZATION IN CONCRETE - Removals & Reductions - CarbonCure - U.S. Project #1","Carbon Capture","68297"
"Installation of high efficiency wood burning cookstoves in Tanzania 2","Community",NA
"Jiangxi Fuzhou Yihuang Rice Field Water Management Project","Agriculture",NA
"Indigo Ag EU Project No.1","Agriculture",NA
"CAGLAYANLAR BIOGAS PLANT","Agriculture",NA
"Hesse & Sons Dairy Vermifiltration","Agriculture",NA
"MARDIN LFG POWER PLANT","Waste Management",NA
"Yingkou MSW Incineration and Power Generation Project","Waste Management","240980"
"BINDONG ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION","Agriculture",NA
"Clean Bricks Production in Nepal","Industrial/Commercial",NA
"Adjusted Water Management in Rice Cultivation in North Kaiping City","Agriculture",NA
"Dongchang Water Management with Rice Cultivation","Agriculture",NA
"Letung Water Management with Rice Cultivation","Agriculture",NA
"Linkao Water Management with Rice Cultivation","Agriculture",NA
"Sanling Water Management with Rice Cultivation","Agriculture",NA
"ZHONGFU ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION","Agriculture",NA
"BEILIAN ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION","Agriculture",NA
"BEIFUXIN ADJUSTED WATER MANAGEMENT IN RICE CULTIVATION","Agriculture",NA
"Core Carbon Sustainable Rice Productions","Agriculture",NA
"Madagascar Fahatokiana Improved Cookstove Program","Community",NA
"The Core Carbon","Community",NA
"AGRISOLERO CARBON FARMING IN NORTHERN ITALY","Agriculture",NA
"Core Carbon Sustainable Rice Productions 01","Agriculture",NA
"Grouped Projects For Vietnam Energy Efficiency Program","Community","60786"
"DISTRIBUTION OF HOUSEHOLD BIOGAS IN RURAL AREAS OF INDIA-2","Community","52014"
"Global Cookstove Program (Phase 21)","Community",NA
"Global Cookstove Program (Phase 22)","Community",NA
"Global Cookstove Program (Phase 23)","Community",NA
"Global Cookstove Program (Phase 24)","Community",NA
"Global Cookstove Program (Phase 25)","Community",NA
"Global Cookstove Program (Phase 26)","Community",NA
"Global Cookstove Program (Phase 27)","Community",NA
"Global Cookstove Program (Phase 28)","Community",NA
"Global Cookstove Program (Phase 29)","Community",NA
"Global Cookstove Program (Phase 30)","Community",NA
"Global Cookstove Program (Phase 31)","Community",NA
"Global Cookstove Program (Phase 32)","Community",NA
"Global Cookstove Program (Phase 33)","Community",NA
"Livelihoods Chitetezo Mbaula Project","Community","100959"
"Global Cookstove Program (Phase 34)","Community",NA
"Global Cookstove Program (Phase 35)","Community",NA
"Global Cookstove Program (Phase 36)","Community",NA
"Global Cookstove Program (Phase 37)","Community",NA
"Global Cookstove Program (Phase 38)","Community",NA
"Global Cookstove Program (Phase 39)","Community",NA
"Global Cookstove Program (Phase 40)","Community",NA
"Gveibingz Water Management with Rice Cultivation","Agriculture",NA
"Bingznanz Water Management with Rice Cultivation","Agriculture",NA
"Bozbwz Water Management with Rice Cultivation","Agriculture",NA
"Gveigangj Water Management with Rice Cultivation","Agriculture",NA
"Hinghbinh Water Management with Rice Cultivation","Agriculture",NA
"Liujcwngz Water Management with Rice Cultivation","Agriculture",NA
"Luzcai Water Management with Rice Cultivation","Agriculture",NA
"Siengcouh Water Management with Rice Cultivation","Agriculture",NA
"Future Soils and Sustainable Farming Initiative - Germany","Agriculture",NA
"IDCOL Improved Cook Stove Program - CER Conversion","Community","456395"
"ASYA LALE BIOGAS PROJECT","Agriculture",NA
"Improved cookstoves for communities by Himadri Energy International (Phase-1)","Community",NA
"Grouped Water Purification Project in India","Community",NA
"AMANZI MOTO - IMPROVED COOKSTOVES DISSEMINATION PROGRAMME IN ZIMBABWE","Community",NA
"Empowering Women Through Clean Cooking","Community",NA
"Boomitra Grassland Restoration in the Temperate Grasslands of South America Through Soil Enrichment","Agriculture",NA
"Hamparan biogas project","Waste Management",NA
"Diamond Dairy Vermifiltration","Agriculture",NA
"Moxee Dairy Vermifiltration","Agriculture",NA
"Sunview Dairy Vermifiltration","Agriculture",NA
"METHANE EMISSION REDUCTION PROJECT THROUGH INTERMITTENT FLOODING IN RICE CULTIVATION","Agriculture",NA
"Installation of high efficiency cookstoves in Rajasthan (India) by AGS Carbon","Community",NA
"Henan Pingyu Agricultural Land Use Management Project","Agriculture",NA
"Dongyuan Xiantang Landfill Gas Power Generation Phase I Project","Waste Management","56564"
"Chengmai Water Management with Rice Cultivation","Agriculture",NA
"Dansha Water Management with Rice Cultivation","Agriculture",NA
"Hai'an Water Management with Rice Cultivation","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in North Wuhua County","Agriculture",NA
"Qiongchang Water Management with Rice Cultivation","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in East Wuhua County","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in South Kaiping City","Agriculture",NA
"Wanzhong Water Management with Rice Cultivation","Agriculture",NA
"Wenchang Water Management with Rice Cultivation","Agriculture",NA
"Adjusted Water Management in Rice Cultivation in West Wuhua County","Agriculture",NA
"BEYAZ PİRAMİT BIOGAS PROJECT","Agriculture",NA
"Nehe Adjusted Water Management in Rice Cultivation","Agriculture",NA
"Sustainable agriculture programme in Longyuan","Agriculture",NA
"Installation of high efficiency wood burning cookstoves in Indonesia 1","Community",NA
"Installation of high efficiency wood burning cookstoves in Indonesia 2","Community",NA
"Installation of high efficiency wood burning cookstoves in Madagascar","Community",NA
"Installation of high efficiency wood burning cookstoves in Philippines","Community",NA
"Arva Carbon Ready USA","Agriculture",NA
"Methane Recovery Project Cleanergy Wanroij, North Brabant, The Netherlands,","Agriculture","73626"
"Boomitra Grassland Restoration in East Africa Through Soil Enrichment","Agriculture",NA
"DEVELOPING CARBON FINANCE PROJECT FOR FARMERS ADOPTING REGENERATIVE AGRICULTURE PRACTICES IN THE INDO-GANGETIC PLAINS","Agriculture",NA
"Huizhou Landfill Gas Power Generation Phase III and IV Project","Waste Management","610764"
"Methane Recovery Project Aben, Wanroij, North Brabant, The Netherlands","Agriculture","397716"
"CIBO Initiative for Scaling Regenerative Agriculture","Agriculture",NA
"Improving Energy Efficiency in Homes Through Smart Thermostat Optimization","Community",NA
"Methane Avoidance through Biomining of Legacy Waste in India","Waste Management",NA
"Changing Lives via Improved Cooking Initiatives – Philippines","Community",NA
"Improved cropland management project in Bwzho","Agriculture",NA
"Improved cropland management project in Gveihogang","Agriculture",NA
"Methane Recovery Project Houbensteyn Ysselsteyn, Limburg, The Netherlands","Agriculture","193099"
"The Electric Vehicle Accelerator Programme (EVA)","Transportation",NA
"Orizon CarbonCrop Rewards Programme","Agriculture",NA
"Tieqilishi Sichuan Liangshan AWMS GHG Mitigation Project","Agriculture",NA
"Methane Recovery Project Princepeel Wilbertoord, North Brabant, The Netherlands","Agriculture","480754"
"Up Energy Improved Cookstoves Programme, Uganda - CER Conversion","Community","63908"
"Providing Low Carbon Irrigation Access To Indian Farmers","Agriculture",NA
"HUILONG AREA DEQING COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"Animal Manure Management System (AMMS) GHG Mitigation Project In Huoqiu county Anhui province","Agriculture",NA
"AMMS GHG MITIGATION PROJECT IN SHANDONG WEIHAI","Agriculture",NA
"Methane Recovery Project Praktijkcentrum Sterksel, North Brabant, The Netherlands","Agriculture","42452"
"Improved cropland management project in Laizbinh","Agriculture",NA
"Improved cropland management project in Diandong","Agriculture",NA
"Improved cropland management project in Bicheng","Agriculture",NA
"Methane avoidance in rice cultivation in Northeast of Yueyang County","Agriculture",NA
"XINWEI AREA DEQING COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"DABU COUNTY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"LUOFU AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"YETANG AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"NIPI AREA XINGNING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"Hubei Jiulong PET Recycling Project","Waste Management","38091"
"CNG AgriCarbon Rewards Programme 2","Agriculture",NA
"Methane avoidance in rice cultivation in East of Yueyang County","Agriculture",NA
"Methane avoidance in rice cultivation in Central of Yueyang County","Agriculture",NA
"Upgradation, Operation and Maintenance of 200 TPD Composting facility at Okhla, Delhi","Waste Management","9203"
"Methane avoidance in rice cultivation in North of Yueyang County","Agriculture",NA
"Methane avoidance in rice cultivation in South of Yueyang County","Agriculture",NA
"Simao Water Management with Rice Cultivation","Agriculture",NA
"Xinxing Water Management with Rice Cultivation","Agriculture",NA
"ECOPARQUE PAULÍNIA LANDFILL GAS PROJECT","Waste Management",NA
"SHENGTANG AREA ENPING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"Heyuan Dengta Landfill Gas Power Generation Project","Waste Management",NA
"Mianning1 Water Management with Rice Cultivation","Agriculture",NA
"Mianning2 Water Management with Rice Cultivation","Agriculture",NA
"Weichu1 Water Management with Rice Cultivation","Agriculture",NA
"Weichu2 Water Management with Rice Cultivation","Agriculture",NA
"Replacement of ICLs by LED lamps in India – Project 2","Community",NA
"Installation of high efficiency cookstoves in India by AGS Carbon – Project 2","Community",NA
"DATIAN AREA ENPING CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"WENCUN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"HAIYAN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"DOUSHAN AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"BAISHA  AREA TAISHAN CITY METHANE EMISSION REDUCTION IN RICE CULTIVATION PROJECT","Agriculture",NA
"Lancheng Water Management with Rice Cultivation","Agriculture",NA
"Methane avoidance in rice cultivation in East of Junshan District","Agriculture",NA
"Tehung Water Management with Rice Cultivation","Agriculture",NA
"Methane avoidance in rice cultivation in West of Junshan District","Agriculture",NA
"Yuedan Water Management with Rice Cultivation","Agriculture",NA
"Zhuti Water Management with Rice Cultivation","Agriculture",NA
"Portland: Regenerative Agriculture & native revegetation on degraded land","Agriculture",NA
"SUSTAINABLE AGRICULTURAL PRACTICES IN INDIA","Agriculture",NA
"South American Regenerative Agriculture through Regenerative Grazing (SARA) - AgriCarbon","Agriculture",NA
"Fangzheng-1 Water Management with Rice Cultivation","Agriculture",NA
"Fangzheng-2 Water Management with Rice Cultivation","Agriculture",NA
"Tonghe-1 Water Management with Rice Cultivation","Agriculture",NA
"Tonghe-2 Water Management with Rice Cultivation","Agriculture",NA
"Tonghe-3 Water Management with Rice Cultivation","Agriculture",NA
"Yilan-1 Water Management with Rice Cultivation","Agriculture",NA
"Yilan-2 Water Management with Rice Cultivation","Agriculture",NA
"Zhaoyuan-1 Water Management with Rice Cultivation","Agriculture",NA
"Zhaoyuan-2 Water Management with Rice Cultivation","Agriculture",NA
"LANDFILL GAS COLLECTION AND UTILIZATION AT THE MARCA CARIACICA – II LANDFILL","Waste Management","354124"
"Enhancing livelihood of rural communities in India through improved cook stoves by Shri Maa","Community",NA
"Jining-1 Water Management with Rice Cultivation","Agriculture",NA
"Jining-2 Water Management with Rice Cultivation","Agriculture",NA
"LED distribution project by EKI Energy Services Limited","Community",NA
"Methane avoidance in rice cultivation in South of Linxiang District","Agriculture",NA
"Methane avoidance in rice cultivation in Central of Linxiang District","Agriculture",NA
